x,y,z,temp
0.67237,-0.028013,-0.168751,23.062353
-0.108383,0.11513,0.001171,23.065294
-0.243374,0.328843,-0.023326,23.047647
-0.09086,0.27441,-0.028392,23.041765
-0.177234,-0.499127,0.012318,23.050589
0.747127,0.487456,-0.118974,23.05353
0.647165,0.541327,0.001967,23.056471
-0.455726,-0.147524,-0.04485,23.050589
0.332458,-0.23011,-0.107112,23.050589
0.235359,0.62083,-0.074289,23.041765
0.424455,-0.185401,-0.059226,23.035883
0.210826,0.492001,-0.075353,23.047647
-0.483926,-0.549616,-0.008967,23.047647
0.676557,0.412074,-0.03639,23.047647
-0.346027,-0.535625,0.001334,23.062353
0.645177,0.344036,-0.044956,23.05353
-0.270052,0.04061,-0.002199,23.050589
0.128461,-0.570024,-0.020603,23.032942
0.312822,-0.472988,0.044574,23.047647
0.417991,0.603986,0.028619,23.071177
-0.522769,-0.534184,0.074637,23.030001
0.671982,-0.020471,-0.115105,23.050589
-0.591613,-0.518428,0.088744,23.044706
0.632904,-0.058126,-0.077713,23.038824
0.010592,0.478425,0.035739,23.056471
-0.44784,-0.679032,0.060036,23.062353
-0.294199,-0.680289,0.001622,23.056471
0.709571,0.563661,-0.096339,23.041765
-0.548677,-0.124104,0.106718,23.032942
-0.522771,0.004861,-0.045386,23.047647
-0.632307,-0.138487,0.020832,23.032942
0.466739,-0.451476,-0.013728,23.032942
0.352926,0.862696,-0.047978,23.044706
-0.577715,-0.66273,0.050027,23.05353
0.296255,0.643012,-0.00411,23.041765
-0.579031,-0.776569,0.041808,23.044706
0.790287,0.282113,-0.088494,23.065294
-0.287112,0.481066,-0.061726,23.024118
-0.390378,0.223807,0.004074,23.035883
0.012833,-0.652506,-0.04613,23.038824
0.620031,0.822416,-0.004879,23.038824
-0.599085,-0.525925,0.05793,23.018236
0.528403,0.808065,-0.052616,23.018236
-0.646123,-0.63935,0.02588,23.024118
0.656727,0.063051,-0.007762,23.030001
-0.018234,0.547091,-0.071713,23.024118
-0.373757,0.292031,-0.048913,23.003529
0.087398,-0.782229,0.000612,23.030001
0.530022,0.974998,-0.005844,23.012352
-0.523235,-0.617616,0.012958,23.032942
0.238777,0.924391,-0.04216,23.018236
-0.541589,-0.845204,0.042185,23.032942
0.754873,0.49498,-0.118794,23.015295
-0.483251,0.118365,-0.028795,23.009411
0.743725,0.904874,-0.025161,23.030001
-0.597471,-0.404476,0.043212,23.035883
0.609843,-0.111003,-0.13967,23.021177
-0.087421,0.562813,-0.019313,23.021177
-0.436494,0.163537,-0.058348,23.018236
-0.369381,0.011159,-0.06547,23.047647
0.174526,-0.570404,-0.035064,23.030001
0.315254,0.923728,-0.033075,23.030001
0.013653,0.645501,-0.078314,23.015295
-0.24454,-0.99194,0.016405,23.015295
0.667634,0.875254,-0.118637,23.012352
-0.521647,-0.526492,-0.040202,23.015295
0.269788,0.96207,-0.033744,23.012352
-0.388753,-0.884445,0.021876,22.994705
0.773094,0.768038,-0.071213,23.030001
-0.565075,-0.25295,0.052189,23.030001
0.444111,0.801198,-0.054223,23.038824
-0.563674,-0.761534,0.057485,23.009411
0.662527,0.382011,-0.220626,23.044706
-0.506835,0.095759,0.008957,23.015295
-0.634735,-0.388886,-0.049327,23.003529
0.688422,0.078057,-0.106675,23.030001
-0.413159,0.216441,-0.027025,23.012352
0.124127,-0.881258,0.039131,23.015295
-0.540712,-0.222685,-0.06211,22.991764
0.647522,-0.10381,-0.062335,23.000587
-0.265251,0.435276,-0.000255,22.985882
0.032012,-0.963882,-0.047235,23.009411
0.546973,-0.194026,-0.072297,23.009411
0.090062,0.644832,-0.061571,22.994705
-0.11199,-0.810882,-0.003247,22.997646
0.691434,0.988848,-0.056381,23.018236
0.36172,-0.291152,-0.037915,22.988823
0.133895,1.084728,-0.081664,23.00647
-0.248987,-0.733817,0.009875,22.982941
0.758066,0.836422,-0.009895,22.965294
0.314792,0.885779,-0.033262,22.997646
-0.510878,-0.837877,0.042793,22.98
0.83901,0.539735,-0.048075,22.994705
-0.594704,-0.199526,0.013588,22.968235
0.536036,0.823159,-0.029424,22.982941
0.869507,0.478817,-0.116729,22.98
0.794562,0.684306,-0.017588,22.965294
-0.592149,-0.062821,-0.085298,22.974117
-0.615434,-0.616863,0.049538,22.968235
0.774379,0.244282,-0.07365,22.985882
-0.489475,0.224701,-0.043731,22.974117
0.311984,-0.60952,-0.048,22.971176
0.749663,0.123015,-0.044043,22.959412
-0.224261,0.60199,-0.075303,22.947647
0.148864,-0.77515,-0.013526,23.003529
0.438854,0.975854,-0.084139,22.982941
0.653903,-0.248032,-0.116512,23.000587
-0.132266,0.623958,-0.058162,22.997646
-0.11222,-0.818485,0.012032,22.98
0.568667,1.027771,0.025765,22.98
0.066205,0.644939,0.03756,22.98
-0.298579,-0.983946,0.076711,22.953529
-0.390204,-0.975556,0.05972,22.965294
0.782363,0.889422,-0.085789,23.000587
0.260363,0.878573,0.049944,22.977058
-0.451185,-0.937103,0.08174,22.965294
0.834305,0.737188,-0.108513,22.977058
0.834392,0.699295,-0.169967,22.971176
0.446004,0.968158,-0.038084,22.962353
-0.44828,-0.732139,0.036799,22.965294
0.868359,0.440799,-0.040332,22.971176
-0.499159,0.080534,-0.013951,22.965294
0.606582,0.890958,-0.119704,22.953529
-0.683477,-0.608608,-0.035951,22.95647
0.759846,0.229329,-0.181227,22.962353
-0.488157,0.361281,-0.004766,22.959412
-0.671323,-0.24436,-0.041672,22.959412
0.60745,-0.24011,-0.048405,22.962353
-0.101255,0.661638,-0.049746,22.932941
-0.091837,-0.985711,0.072905,22.947647
-0.584055,-0.00978,-0.061919,22.950588
0.592946,-0.201996,-0.086795,22.959412
-0.109317,0.707146,0.057553,22.941765
-0.159094,-0.901572,0.003106,22.938824
-0.543886,0.179594,-0.014321,22.962353
0.458851,-0.504497,-0.060083,22.944706
-0.006564,0.865807,-0.085317,22.935883
0.680986,0.753639,-0.065341,22.947647
0.406931,0.975986,0.060799,22.950588
-0.480056,-0.860861,-0.010357,22.947647
0.841285,0.630929,-0.177819,22.95647
-0.632591,-0.229481,-0.071517,22.959412
-0.600823,-0.730772,-0.027321,22.941765
0.860795,0.425713,-0.071183,22.93
0.839789,0.547394,-0.124622,22.915295
-0.615804,-0.108177,-0.070634,22.921177
-0.501588,-0.731652,0.005167,22.953529
0.793887,0.578112,-0.087036,22.935883
-0.60909,-0.123497,0.013676,22.944706
0.592735,-0.2475,-0.125311,22.935883
-0.564278,-0.84498,0.011123,22.93
0.84959,0.729474,-0.115924,22.921177
-0.595376,-0.282978,-0.025116,22.915295
0.684964,-0.172445,-0.061959,22.924118
0.839123,0.532166,-0.071088,22.924118
-0.669962,-0.138097,-0.048807,22.947647
0.603758,0.018088,-0.139177,22.924118
-0.187676,0.434723,-0.113704,22.938824
0.794259,0.631212,-0.056141,22.915295
-0.664729,-0.320336,-0.026586,22.912354
0.771586,0.009007,-0.082467,22.912354
-0.389983,0.28449,0.042665,22.915295
-0.665922,-0.350778,0.065165,22.918236
0.640258,-0.088544,-0.085378,22.932941
-0.258295,0.321433,-0.077257,22.894707
0.218659,-0.661943,0.041927,22.906471
0.755746,-0.028817,-0.075281,22.888824
-0.31667,0.557239,-0.077239,22.90353
0.089263,-0.668335,-0.052436,22.90353
0.334235,-0.64011,-0.009429,22.891766
0.789338,0.175891,-0.12731,22.868235
-0.366081,0.276806,-0.07182,22.877058
0.167312,-0.517231,-0.01197,22.885881
0.199879,0.856432,-0.066185,22.888824
0.807071,0.380675,-0.118357,22.871176
-0.361007,0.109712,-0.011233,22.871176
0.37998,-0.632942,0.022097,22.885881
0.136756,0.758222,0.008771,22.865294
-0.381319,0.299686,-0.049018,22.862352
0.272329,-0.700296,-0.018528,22.871176
0.170113,0.909843,-0.089469,22.862352
-0.412964,-0.99808,0.005571,22.85647
-0.405327,0.16333,-0.119045,22.865294
0.282751,-0.495412,-0.04801,22.871176
0.169443,0.849132,-0.097427,22.859411
-0.357424,-0.877055,-0.046441,22.865294
-0.420745,0.216514,-0.034826,22.868235
0.342886,-0.518788,0.04492,22.862352
0.180835,0.583292,-0.021866,22.862352
-0.336392,-0.968411,0.045439,22.871176
0.220402,-0.631447,-0.111091,22.850588
0.3227,0.9009,-0.040703,22.859411
-0.436157,-1.005486,0.020422,22.850588
0.782477,0.881852,-0.108801,22.850588
0.414806,0.892557,-0.07732,22.859411
0.329526,0.855269,-0.010151,22.865294
-0.457166,-0.906548,-0.063762,22.844706
0.818169,0.714496,-0.047644,22.862352
0.384448,0.976231,0.006762,22.844706
-0.578704,-0.715892,0.088057,22.853529
-0.503245,-0.822784,0.065986,22.824118
0.848395,0.676291,-0.054918,22.847647
0.476919,0.952764,-0.091197,22.841764
-0.579836,-0.814552,0.079913,22.812353
0.816411,0.524807,-0.109845,22.841764
0.840761,0.661198,-0.078111,22.853529
0.501175,1.058823,-0.090245,22.838823
-0.625462,-0.783806,0.086865,22.824118
0.838685,0.5018,-0.063579,22.815294
-0.545597,0.005072,-0.061131,22.821177
0.492898,1.013344,-0.082954,22.824118
-0.577161,-0.617191,0.050251,22.812353
0.899046,0.440544,-0.04742,22.815294
-0.522678,0.012451,-0.045349,22.824118
-0.660281,-0.578459,-0.020056,22.809412
0.820879,0.251526,-0.126365,22.788824
-0.434908,0.23192,-0.142254,22.794706
0.295548,-0.662565,0.005062,22.782942
0.778132,-0.082135,-0.082773,22.774118
-0.381772,0.352704,0.073777,22.835882
0.087376,-0.76707,0.023661,22.765295
0.297016,-0.632096,-0.117323,22.794706
0.641209,0.04042,-0.015818,22.794706
-0.24886,0.495897,-0.037963,22.782942
-0.01255,-0.811742,0.006266,22.780001
0.444137,0.831522,-0.015782,22.794706
-0.209432,0.601811,-0.021409,22.782942
-0.059287,-0.894814,-0.017977,22.788824
0.133808,-0.759833,-0.021395,22.765295
0.498277,0.922084,0.046933,22.768236
-0.117897,0.608572,0.026291,22.768236
-0.014482,-0.902901,0.097718,22.788824
0.405585,0.786339,-0.047353,22.791765
-0.617375,-0.798989,0.018007,22.771177
-0.25978,-0.991802,0.008461,22.75647
0.645229,0.966472,-0.05735,22.741764
-0.658253,-0.434227,-0.04998,22.759411
-0.470603,-0.724297,-0.024858,22.759411
-0.420822,-0.975293,0.059149,22.750587
0.50784,1.005595,-0.052072,22.759411
-0.658982,-0.403978,0.072704,22.73
0.665139,0.085802,-0.061115,22.750587
-0.381242,-0.952749,-0.054901,22.741764
0.641929,0.700825,-0.051,22.747646
-0.483462,-0.488926,0.021965,22.762352
0.84029,-0.029505,-0.112004,22.741764
-0.472814,-0.860967,0.035736,22.768236
-0.478893,-0.124606,0.008443,22.747646
-0.497644,-0.435619,-0.031667,22.73
0.641529,0.032871,-0.061805,22.732941
0.886464,0.698685,-0.000484,22.741764
-0.763521,-0.243607,-0.005092,22.759411
0.691809,-0.255977,-0.085202,22.73
-0.114091,0.904592,0.004773,22.718235
0.858759,0.213256,-0.133497,22.718235
-0.576488,0.028048,-0.000322,22.732941
0.35132,-0.511196,-0.031484,22.73
0.191394,0.78819,-0.066664,22.741764
0.858603,0.251143,-0.064385,22.718235
-0.372467,0.375545,-0.079135,22.715294
0.087466,-0.782222,-0.007047,22.712353
0.304761,0.696095,-0.026681,22.718235
-0.007116,0.84301,-0.054795,22.732941
-0.266992,-0.915888,0.062301,22.694706
0.726243,0.692534,-0.072443,22.691765
-0.663782,-0.236856,-0.018517,22.697647
0.431895,1.066955,-0.037883,22.662354
-0.580143,-0.913129,-0.020132,22.718235
0.740052,0.563385,-0.080451,22.70647
-0.601414,-0.138722,-0.009231,22.694706
-0.649701,-0.38872,-0.087905,22.700588
0.764506,0.039452,-0.105435,22.671177
-0.27789,0.587284,-0.091693,22.671177
-0.066127,-0.765799,0.066758,22.674118
-0.574831,0.11918,-0.061141,22.682941
0.412234,-0.526914,-0.0151,22.682941
0.237858,0.893977,0.018957,22.677059
-0.402334,-0.770433,-0.01614,22.647648
-0.218583,0.518342,0.031646,22.659412
-0.150055,-0.787792,0.00381,22.671177
0.605205,0.845337,-0.028028,22.647648
-0.644371,-0.517887,-0.004155,22.647648
0.21614,0.985264,0.003661,22.671177
-0.472981,-0.936789,-0.04888,22.650589
0.853329,0.486442,-0.00976,22.63294
-0.545841,0.080852,0.069436,22.65353
0.77397,0.828769,-0.086231,22.627058
-0.642873,-0.41161,-0.026607,22.644707
0.755282,-0.089507,-0.106214,22.63294
-0.209986,0.556273,-0.021633,22.621176
-0.491596,0.072879,-0.013845,22.624117
-0.475139,0.110765,-0.089957,22.624117
0.333355,-0.746325,-0.055903,22.618235
0.282631,0.787341,0.003973,22.635881
-0.109298,0.669245,0.003757,22.603529
-0.245345,-1.029923,0.05451,22.621176
0.666578,0.844826,-0.042203,22.603529
-0.665671,-0.358333,0.026835,22.612352
0.460736,0.914905,-0.045719,22.621176
-0.578498,-0.715872,0.065082,22.591764
0.885094,0.501455,-0.116332,22.60647
-0.519149,0.285702,-0.066978,22.618235
-0.588043,-0.298237,-0.009731,22.60647
0.660225,-0.301294,-0.040047,22.591764
-0.10139,0.684366,-0.003684,22.588823
-0.189691,-0.916468,-0.020514,22.597647
-0.358493,0.299476,-0.033274,22.585882
0.263891,-0.753372,-0.003616,22.565294
0.34481,0.824813,-0.048307,22.588823
-0.472167,-0.807839,0.035997,22.58
-0.195413,0.518165,0.009099,22.55353
-0.174799,-0.962124,-0.03577,22.544706
0.675502,0.943434,-0.049233,22.538824
-0.552907,-0.533874,0.020457,22.562353
-0.524805,-0.746642,0.012323,22.550589
0.848347,0.661126,-0.07031,22.562353
-0.569018,0.012803,-0.000254,22.532942
0.521496,-0.383593,-0.050685,22.544706
-0.574926,-0.472939,-0.002647,22.547647
0.851175,0.23607,-0.110552,22.55353
-0.43292,0.429212,-0.095332,22.538824
0.218957,-0.654333,0.018989,22.535883
-0.642684,-0.350947,0.034959,22.515295
0.68379,-0.240787,-0.024003,22.518236
-0.045486,0.790265,-0.117037,22.532942
0.000525,-0.956126,0.059449,22.494705
0.372413,-0.67077,-0.039499,22.494705
0.222253,0.90924,0.072355,22.509411
-0.373441,-0.861834,0.052907,22.491764
-0.358411,-0.907476,0.022335,22.500587
0.026964,-0.766463,-0.06938,22.471176
0.522413,0.967488,-0.02134,22.491764
-0.502113,-0.724124,0.07413,22.485882
0.767875,0.305106,-0.119444,22.503529
-0.227827,-0.916126,-0.036544,22.497646
0.734362,0.753159,-0.041368,22.474117
-0.674637,-0.426623,0.079965,22.497646
0.764525,0.001552,-0.159231,22.474117
