x,y,z,temp
0.288257,-0.138578,-0.176445,39.185883
0.297095,0.020665,-0.091275,39.185883
-1.078967,0.244905,-0.024008,39.165295
-0.344682,0.754855,-0.099813,39.177059
0.34331,-0.624873,-0.147063,39.185883
-0.76591,0.773602,-0.061635,39.162354
0.042167,0.432775,-0.132399,39.18
-1.108235,-0.301324,-0.06542,39.171177
-0.855748,-0.857707,0.051577,39.174118
0.243624,-0.009187,-0.146032,39.191765
-1.110968,0.154063,0.005606,39.171177
0.017409,-1.001583,-0.177899,39.194706
-1.076049,-0.195303,-0.094959,39.191765
0.213019,-0.654096,-0.172613,39.182941
-0.75192,0.63689,-0.100315,39.185883
-0.44299,-1.02808,-0.102367,39.200588
-1.070828,0.290371,-0.015983,39.194706
0.050451,-0.796929,-0.168661,39.188824
-0.361648,0.663855,-0.03928,39.18
-0.717556,-0.881589,-0.022551,39.194706
-0.443518,-1.043294,-0.06415,39.191765
0.087702,0.394439,-0.139388,39.209412
0.081224,0.485589,-0.146741,39.18
-1.237304,-0.247039,-0.113534,39.182941
-0.966952,-0.644108,-0.064392,39.162354
0.3399,-0.298422,-0.176232,39.182941
-1.04775,0.282605,-0.038568,39.171177
-0.029688,-1.024047,-0.079309,39.185883
0.260059,-0.517929,-0.109817,39.171177
-0.729325,0.606334,-0.100036,39.185883
-0.495715,-0.928989,-0.064588,39.188824
0.148479,0.378708,-0.107688,39.168236
-0.173923,-0.901393,-0.050788,39.177059
-1.041138,-0.39306,0.011999,39.194706
0.31496,-0.381808,-0.069853,39.203529
-0.813341,0.622236,-0.101531,39.174118
-1.066295,-0.028388,-0.101653,39.177059
0.078811,-0.949027,-0.122888,39.194706
-0.467962,0.69518,-0.094737,39.18
-0.498116,0.756133,-0.064375,39.188824
-0.831528,0.447728,-0.018434,39.191765
-0.435452,-1.043318,-0.109957,39.18
0.142576,0.500236,-0.137866,39.194706
-1.094606,-0.40017,-0.012012,39.197647
-0.43727,0.740408,-0.040333,39.197647
-0.771538,-0.987296,-0.123631,39.162354
0.291485,0.10432,-0.205882,39.197647
-1.11106,0.146473,0.005568,39.177059
0.094504,0.341225,-0.116532,39.200588
0.297108,-0.624507,-0.117285,39.191765
-0.705599,0.674438,-0.091613,39.203529
-0.48924,-1.04288,-0.087981,39.177059
-0.165402,-0.931693,-0.188645,39.177059
-0.19996,0.700473,-0.089706,39.20647
-1.027566,-0.598038,-0.072967,39.18
-0.90661,-0.667464,0.005563,39.194706
-0.749197,-1.033038,-0.115769,39.20647
0.206161,0.074608,-0.123359,39.197647
-1.121276,-0.05839,0.012075,39.20647
0.109498,-0.949283,-0.129975,39.197647
0.300126,-0.427112,-0.185239,39.177059
-0.814951,0.54627,-0.025321,39.209412
-0.243493,-1.05248,-0.183012,39.212353
-0.03511,0.440938,-0.041888,39.18
0.164443,-0.820738,-0.105366,39.209412
-0.490531,0.75606,-0.056574,39.191765
-0.763559,-0.949427,-0.107985,39.182941
0.282195,-0.001905,-0.168257,39.197647
0.040972,0.379592,-0.071394,39.209412
-1.160133,-0.179408,-0.088796,39.185883
0.157965,-0.729588,-0.112718,39.20647
-0.675563,0.575571,-0.160454,39.191765
0.348317,-0.230187,-0.168094,39.200588
-1.010263,0.206393,-0.053545,39.174118
-0.020516,-0.955737,-0.155413,39.188824
-0.231226,0.624866,-0.121284,39.197647
-0.651624,0.711921,-0.082769,39.209412
-0.604771,-1.072289,-0.051979,39.197647
-0.570694,-0.822049,-0.096124,39.188824
0.131208,0.211872,-0.116455,39.194706
-0.171761,0.540779,-0.036312,39.200588
-0.950279,-0.515235,-0.040496,39.191765
0.324117,-0.230113,-0.030671,39.203529
-1.001638,0.297391,-0.037637,39.197647
0.035065,0.455637,-0.163063,39.197647
-1.177081,-0.308309,-0.082058,39.185883
0.212676,-0.65413,-0.134321,39.185883
-0.821895,0.553987,-0.094351,39.200588
-1.04842,0.221894,-0.046525,39.203529
-0.051596,-0.993423,-0.156171,39.18
-0.045232,-1.077003,-0.125806,39.174118
-0.323332,0.633209,-0.084667,39.200588
-0.668037,0.666459,-0.022012,39.182941
-0.574133,-1.110452,-0.105203,39.197647
0.125674,0.363759,-0.146483,39.18
-1.064106,-0.438346,-0.04992,39.20647
-0.392406,0.641362,-0.05528,39.165295
-0.778887,-0.911395,-0.054475,39.185883
0.228916,0.051648,-0.130702,39.182941
-1.103088,0.116118,-0.071022,39.18
-0.071262,0.593088,-0.072487,39.18
-1.089288,-0.643044,-0.081991,39.191765
0.315606,-0.32868,-0.069592,39.182941
-0.961909,0.433657,-0.013275,39.200588
-1.119924,-0.043094,-0.118043,39.194706
0.243157,-0.654406,-0.118434,39.182941
-0.575682,0.627819,-0.127704,39.188824
-0.559305,-1.110631,-0.05131,39.200588
-0.947294,0.365232,-0.028643,39.182941
-0.066117,-0.894666,-0.11002,39.194706
-0.307266,0.655895,-0.137878,39.188824
-0.890546,-0.66752,-0.078394,39.197647
